0.62,0,0,-3.4795e-08,1.2967e-08,1.2757e-17,-0.0038104,18.404,0.10867,0.054335,0.16301,3.4795e-08,-1.2967e-08,3.6106e-09,-2.0654e-09,2.4403e-07,-5.3201e-08,4.8895e-07,-1.2866e-07,-2.5476e-07,-4.3672e-07,4.0009e-07,-1.1575e-07
0.63,0,0,-3.7364e-08,1.351e-08,1.3946e-17,-0.0039572,18.405,0.10867,0.054334,0.163,3.7364e-08,-1.351e-08,3.9586e-09,-2.1951e-09,2.5685e-07,-5.4317e-08,5.1733e-07,-1.3257e-07,-2.7207e-07,-4.5955e-07,4.2495e-07,-1.1948e-07
0.64,0,0,-4.0064e-08,1.4064e-08,1.5223e-17,-0.0041067,18.405,0.10867,0.054334,0.163,4.0064e-08,-1.4064e-08,4.3322e-09,-2.3302e-09,2.7005e-07,-5.5428e-08,5.4679e-07,-1.3653e-07,-2.901e-07,-4.8318e-07,4.5082e-07,-1.2326e-07
0.65,0,0,-4.2901e-08,1.4629e-08,1.6593e-17,-0.0042592,18.405,0.10867,0.054333,0.163,4.2901e-08,-1.4629e-08,4.7329e-09,-2.4708e-09,2.8362e-07,-5.6535e-08,5.7735e-07,-1.4055e-07,-3.0886e-07,-5.0763e-07,4.7772e-07,-1.2709e-07
0.66,0,0,-4.5876e-08,1.5206e-08,1.8061e-17,-0.0044144,18.405,0.10866,0.054332,0.16299,4.5876e-08,-1.5206e-08,5.1619e-09,-2.6171e-09,2.9757e-07,-5.7637e-08,6.0902e-07,-1.4462e-07,-3.2839e-07,-5.329e-07,5.0566e-07,-1.3098e-07
0.67,0,0,-4.8995e-08,1.5793e-08,1.9631e-17,-0.0045725,18.406,0.10866,0.054331,0.16299,4.8995e-08,-1.5793e-08,5.6206e-09,-2.7692e-09,3.119e-07,-5.8733e-08,6.4184e-07,-1.4874e-07,-3.4867e-07,-5.5902e-07,5.3468e-07,-1.3492e-07
0.68,0,0,-5.2261e-08,1.6391e-08,2.1309e-17,-0.0047335,18.406,0.10866,0.054329,0.16299,5.2261e-08,-1.6391e-08,6.1106e-09,-2.9271e-09,3.266e-07,-5.9824e-08,6.7581e-07,-1.5292e-07,-3.6974e-07,-5.86e-07,5.6479e-07,-1.3891e-07
0.69,0,0,-5.5678e-08,1.7e-08,2.3102e-17,-0.0048973,18.407,0.10866,0.054328,0.16298,5.5678e-08,-1.7e-08,6.6332e-09,-3.091e-09,3.4168e-07,-6.091e-08,7.1096e-07,-1.5715e-07,-3.9161e-07,-6.1384e-07,5.9601e-07,-1.4296e-07
0.7,0,0,-5.9249e-08,1.762e-08,2.5014e-17,-0.005064,18.407,0.10865,0.054327,0.16298,5.9249e-08,-1.762e-08,7.19e-09,-3.261e-09,3.5715e-07,-6.199e-08,7.4731e-07,-1.6143e-07,-4.1428e-07,-6.4258e-07,6.2836e-07,-1.4706e-07
0.71,0,0,-6.2979e-08,1.8251e-08,2.7051e-17,-0.0052335,18.407,0.10865,0.054326,0.16298,6.2979e-08,-1.8251e-08,7.7825e-09,-3.4372e-09,3.7299e-07,-6.3065e-08,7.8488e-07,-1.6577e-07,-4.3778e-07,-6.7221e-07,6.6186e-07,-1.5122e-07
0.72,0,0,-6.6872e-08,1.8892e-08,2.9221e-17,-0.0054059,18.408,0.10865,0.054325,0.16297,6.6872e-08,-1.8892e-08,8.4123e-09,-3.6197e-09,3.8921e-07,-6.4134e-08,8.2369e-07,-1.7016e-07,-4.6212e-07,-7.0276e-07,6.9653e-07,-1.5543e-07
0.73,0,0,-7.093e-08,1.9544e-08,3.1529e-17,-0.0055812,18.408,0.10865,0.054323,0.16297,7.093e-08,-1.9544e-08,9.081e-09,-3.8087e-09,4.0582e-07,-6.5197e-08,8.6376e-07,-1.746e-07,-4.8731e-07,-7.3424e-07,7.3239e-07,-1.5969e-07
0.74,0,0,-7.5158e-08,2.0207e-08,3.3983e-17,-0.0057593,18.409,0.10864,0.054322,0.16297,7.5158e-08,-2.0207e-08,9.7903e-09,-4.0041e-09,4.228e-07,-6.6254e-08,9.0511e-07,-1.791e-07,-5.1337e-07,-7.6665e-07,7.6947e-07,-1.6401e-07
