t[s]	emp[N]	Ixx[kgm2]	Iyy[kgm2]	Izz[kgm2]	massa[kg]	Xcg[m]	altitude[km]	long[deg]	gdLat[deg]	DLR_pitch[deg]	DLR_yaw[deg]	DLR_roll[deg]
77.910000000	21652.147790016	668.995738920	46498.386884827	46498.386884827	3618.470463440	-6.964152930	83.274266114	-44.166412654	-2.144544738	22.257518741	7.802395883	-40.335803907
77.920000000	21567.008236748	668.954350221	46498.332213133	46498.332213133	3618.387908094	-6.964147718	83.299576562	-44.166344090	-2.144486055	22.259525225	7.801047998	-40.331537283
77.930000000	21482.094117668	668.913071465	46498.277701251	46498.277701251	3618.305570075	-6.964142618	83.324886639	-44.166275524	-2.144427370	22.261531583	7.799700333	-40.327270428
77.940000000	21397.405249773	668.871902841	46498.223349620	46498.223349620	3618.223449826	-6.964137627	83.350196341	-44.166206958	-2.144368684	22.263537814	7.798352888	-40.323003342
77.950000000	21312.941450058	668.830844536	46498.169158678	46498.169158678	3618.141547787	-6.964132743	83.375505666	-44.166138391	-2.144309998	22.265543920	7.797005664	-40.318736027
77.960000000	21228.702535521	668.789896737	46498.115128863	46498.115128863	3618.059864401	-6.964127967	83.400814613	-44.166069824	-2.144251311	22.267549899	7.795658661	-40.314468481
77.970000000	21144.688323159	668.749059633	46498.061260611	46498.061260611	3617.978400109	-6.964123297	83.426123180	-44.166001255	-2.144192623	22.269555752	7.794311878	-40.310200706
77.980000000	21060.898629968	668.708333412	46498.007554362	46498.007554362	3617.897155353	-6.964118731	83.451431364	-44.165932686	-2.144133935	22.271561478	7.792965316	-40.305932701
77.990000000	20977.333272945	668.667718260	46497.954010552	46497.954010552	3617.816130574	-6.964114269	83.476739163	-44.165864117	-2.144075245	22.273567078	7.791618976	-40.301664468
78.000000000	20893.992069086	668.627214365	46497.900629620	46497.900629620	3617.735326214	-6.964109909	83.502046575	-44.165795547	-2.144016555	22.275572551	7.790272856	-40.297396006
78.010000000	20810.874835390	668.586821916	46497.847412004	46497.847412004	3617.654742714	-6.964105650	83.527353599	-44.165726976	-2.143957864	22.277577897	7.788926958	-40.293127315
78.020000000	20727.981388851	668.546541100	46497.794358140	46497.794358140	3617.574380517	-6.964101490	83.552660232	-44.165658404	-2.143899173	22.279583116	7.787581282	-40.288858397
78.030000000	20645.311546468	668.506372105	46497.741468467	46497.741468467	3617.494240064	-6.964097430	83.577966472	-44.165589832	-2.143840480	22.281588208	7.786235826	-40.284589251
78.040000000	20562.865125237	668.466315118	46497.688743423	46497.688743423	3617.414321796	-6.964093466	83.603272317	-44.165521260	-2.143781787	22.283593173	7.784890593	-40.280319877
78.050000000	20480.641942154	668.426370327	46497.636183445	46497.636183445	3617.334626155	-6.964089599	83.628577765	-44.165452686	-2.143723093	22.285598011	7.783545581	-40.276050277
78.060000000	20398.641814216	668.386537920	46497.583788972	46497.583788972	3617.255153583	-6.964085827	83.653882815	-44.165384112	-2.143664399	22.287602721	7.782200792	-40.271780450
78.070000000	20316.864558421	668.346818084	46497.531560441	46497.531560441	3617.175904521	-6.964082149	83.679187463	-44.165315538	-2.143605703	22.289607304	7.780856224	-40.267510396
78.080000000	20235.309991764	668.307211008	46497.479498289	46497.479498289	3617.096879411	-6.964078564	83.704491707	-44.165246962	-2.143547007	22.291611759	7.779511879	-40.263240117
78.090000000	20153.977931243	668.267716879	46497.427602955	46497.427602955	3617.018078694	-6.964075070	83.729795547	-44.165178387	-2.143488310	22.293616086	7.778167755	-40.258969611
78.100000000	20072.868193855	668.228335884	46497.375874876	46497.375874876	3616.939502813	-6.964071666	83.755098979	-44.165109810	-2.143429613	22.295620286	7.776823855	-40.254698880
78.110000000	19991.980596595	668.189068211	46497.324314490	46497.324314490	3616.861152209	-6.964068351	83.780402002	-44.165041233	-2.143370914	22.297624358	7.775480177	-40.250427924
78.120000000	19911.314956462	668.149914049	46497.272922236	46497.272922236	3616.783027323	-6.964065124	83.805704614	-44.164972656	-2.143312215	22.299628302	7.774136721	-40.246156743
78.130000000	19830.871090451	668.110873584	46497.221698550	46497.221698550	3616.705128597	-6.964061984	83.831006812	-44.164904077	-2.143253515	22.301632118	7.772793488	-40.241885338
78.140000000	19750.648815559	668.071947005	46497.170643870	46497.170643870	3616.627456472	-6.964058930	83.856308594	-44.164835499	-2.143194815	22.303635805	7.771450479	-40.237613709
78.150000000	19670.647948784	668.033134499	46497.119758634	46497.119758634	3616.550011391	-6.964055959	83.881609959	-44.164766919	-2.143136113	22.305639364	7.770107692	-40.233341855
78.160000000	19590.868307122	667.994436253	46497.069043281	46497.069043281	3616.472793795	-6.964053072	83.906910905	-44.164698339	-2.143077412	22.307642795	7.768765129	-40.229069778
78.170000000	19511.309707569	667.955852457	46497.018498247	46497.018498247	3616.395804126	-6.964050267	83.932211428	-44.164629759	-2.143018709	22.309646098	7.767422789	-40.224797478
78.180000000	19431.971967123	667.917383296	46496.968123971	46496.968123971	3616.319042824	-6.964047542	83.957511528	-44.164561178	-2.142960005	22.311649271	7.766080672	-40.220524955
78.190000000	19352.854902779	667.879028960	46496.917920890	46496.917920890	3616.242510333	-6.964044897	83.982811202	-44.164492596	-2.142901301	22.313652316	7.764738779	-40.216252209
78.200000000	19273.958331536	667.840789635	46496.867889442	46496.867889442	3616.166207093	-6.964042331	84.008110449	-44.164424014	-2.142842596	22.315655233	7.763397110	-40.211979241
78.210000000	19195.282070390	667.802665509	46496.818030065	46496.818030065	3616.090133545	-6.964039841	84.033409265	-44.164355431	-2.142783891	22.317658020	7.762055664	-40.207706051
78.220000000	19116.825936337	667.764656771	46496.768343197	46496.768343197	3616.014290133	-6.964037428	84.058707649	-44.164286848	-2.142725185	22.319660678	7.760714442	-40.203432639
78.230000000	19038.589746374	667.726763607	46496.718829276	46496.718829276	3615.938677297	-6.964035089	84.084005600	-44.164218264	-2.142666478	22.321663208	7.759373445	-40.199159006
78.240000000	18960.573317498	667.688986206	46496.669488738	46496.669488738	3615.863295478	-6.964032823	84.109303114	-44.164149680	-2.142607770	22.323665607	7.758032672	-40.194885152
78.250000000	18882.776466706	667.651324755	46496.620322022	46496.620322022	3615.788145120	-6.964030630	84.134600190	-44.164081095	-2.142549062	22.325667878	7.756692123	-40.190611078
78.260000000	18805.199010994	667.613779442	46496.571329567	46496.571329567	3615.713226662	-6.964028509	84.159896826	-44.164012510	-2.142490353	22.327670019	7.755351798	-40.186336783
78.270000000	18727.840767360	667.576350455	46496.522511808	46496.522511808	3615.638540547	-6.964026457	84.185193019	-44.163943924	-2.142431643	22.329672031	7.754011698	-40.182062268
78.280000000	18650.701552800	667.539037981	46496.473869185	46496.473869185	3615.564087216	-6.964024474	84.210488769	-44.163875337	-2.142372933	22.331673913	7.752671823	-40.177787533
78.290000000	18573.781184310	667.501842207	46496.425402135	46496.425402135	3615.489867112	-6.964022559	84.235784071	-44.163806750	-2.142314222	22.333675665	7.751332172	-40.173512578
78.300000000	18497.079478888	667.464763323	46496.377111097	46496.377111097	3615.415880675	-6.964020710	84.261078926	-44.163738163	-2.142255510	22.335677288	7.749992747	-40.169237405
78.310000000	18420.596253530	667.427801515	46496.328996506	46496.328996506	3615.342128348	-6.964018926	84.286373330	-44.163669575	-2.142196798	22.337678780	7.748653546	-40.164962013
78.320000000	18344.331325234	667.390956971	46496.281058802	46496.281058802	3615.268610571	-6.964017206	84.311667281	-44.163600987	-2.142138085	22.339680143	7.747314571	-40.160686402
78.330000000	18268.284510995	667.354229879	46496.233298423	46496.233298423	3615.195327787	-6.964015549	84.336960778	-44.163532398	-2.142079371	22.341681375	7.745975821	-40.156410573
78.340000000	18192.455627810	667.317620426	46496.185715805	46496.185715805	3615.122280437	-6.964013954	84.362253818	-44.163463808	-2.142020657	22.343682477	7.744637297	-40.152134527
78.350000000	18116.844492677	667.281128801	46496.138311387	46496.138311387	3615.049468962	-6.964012419	84.387546399	-44.163395218	-2.141961942	22.345683449	7.743298998	-40.147858262
78.360000000	18041.450922592	667.244755191	46496.091085607	46496.091085607	3614.976893805	-6.964010943	84.412838520	-44.163326628	-2.141903226	22.347684290	7.741960925	-40.143581781
78.370000000	17966.274734552	667.208499783	46496.044038902	46496.044038902	3614.904555407	-6.964009526	84.438130177	-44.163258037	-2.141844510	22.349685000	7.740623078	-40.139305083
78.380000000	17891.315745553	667.172362766	46495.997171710	46495.997171710	3614.832454210	-6.964008165	84.463421370	-44.163189446	-2.141785793	22.351685580	7.739285456	-40.135028168
78.390000000	17816.573772593	667.136344327	46495.950484468	46495.950484468	3614.760590655	-6.964006860	84.488712096	-44.163120854	-2.141727076	22.353686030	7.737948061	-40.130751037
78.400000000	17742.048632667	667.100444653	46495.903977616	46495.903977616	3614.688965184	-6.964005609	84.514002353	-44.163052262	-2.141668357	22.355686348	7.736610892	-40.126473690
78.410000000	17667.740142774	667.064663933	46495.857651590	46495.857651590	3614.617578238	-6.964004412	84.539292138	-44.162983669	-2.141609638	22.357686535	7.735273949	-40.122196127
78.420000000	17593.648119909	667.029002354	46495.811506828	46495.811506828	3614.546430259	-6.964003267	84.564581451	-44.162915076	-2.141550919	22.359686592	7.733937233	-40.117918349
78.430000000	17519.772381070	666.993460104	46495.765543768	46495.765543768	3614.475521689	-6.964002172	84.589870288	-44.162846483	-2.141492199	22.361686517	7.732600744	-40.113640356
78.440000000	17446.112743253	666.958037370	46495.719762848	46495.719762848	3614.404852970	-6.964001128	84.615158648	-44.162777889	-2.141433478	22.363686311	7.731264481	-40.109362148
78.450000000	17372.669023454	666.922734341	46495.674164506	46495.674164506	3614.334424542	-6.964000131	84.640446529	-44.162709295	-2.141374757	22.365685973	7.729928444	-40.105083726
78.460000000	17299.440928891	666.887551218	46495.628749173	46495.628749173	3614.264236875	-6.963999182	84.665733929	-44.162640700	-2.141316035	22.367685504	7.728592635	-40.100805090
78.470000000	17226.427504577	666.852488282	46495.583517247	46495.583517247	3614.194290603	-6.963998280	84.691020845	-44.162572105	-2.141257312	22.369684903	7.727257053	-40.096526241
78.480000000	17153.627548451	666.817545849	46495.538469112	46495.538469112	3614.124586419	-6.963997423	84.716307276	-44.162503509	-2.141198589	22.371684171	7.725921698	-40.092247178
78.490000000	17081.039858029	666.782724230	46495.493605154	46495.493605154	3614.055125019	-6.963996611	84.741593221	-44.162434913	-2.141139865	22.373683306	7.724586571	-40.087967903
78.500000000	17008.663230826	666.748023740	46495.448925756	46495.448925756	3613.985907098	-6.963995843	84.766878678	-44.162366316	-2.141081141	22.375682310	7.723251672	-40.083688415
78.510000000	16936.496464360	666.713444692	46495.404431303	46495.404431303	3613.916933350	-6.963995118	84.792163645	-44.162297720	-2.141022416	22.377681181	7.721917000	-40.079408716
78.520000000	16864.538356146	666.678987399	46495.360122180	46495.360122180	3613.848204471	-6.963994435	84.817448120	-44.162229122	-2.140963690	22.379679920	7.720582556	-40.075128805
78.530000000	16792.787703701	666.644652174	46495.315998770	46495.315998770	3613.779721154	-6.963993793	84.842732102	-44.162160525	-2.140904964	22.381678527	7.719248341	-40.070848684
78.540000000	16721.243304541	666.610439332	46495.272061459	46495.272061459	3613.711484096	-6.963993192	84.868015589	-44.162091927	-2.140846237	22.383677000	7.717914354	-40.066568352
78.550000000	16649.903956182	666.576349185	46495.228310631	46495.228310631	3613.643493990	-6.963992630	84.893298579	-44.162023329	-2.140787510	22.385675341	7.716580596	-40.062287810
78.560000000	16578.768456140	666.542382046	46495.184746671	46495.184746671	3613.575751532	-6.963992108	84.918581070	-44.161954730	-2.140728782	22.387673549	7.715247066	-40.058007059
78.570000000	16507.835601931	666.508538229	46495.141369962	46495.141369962	3613.508257416	-6.963991623	84.943863062	-44.161886131	-2.140670054	22.389671624	7.713913766	-40.053726099
78.580000000	16437.104191072	666.474818048	46495.098180890	46495.098180890	3613.441012337	-6.963991176	84.969144551	-44.161817532	-2.140611325	22.391669565	7.712580695	-40.049444931
78.590000000	16366.573021079	666.441221816	46495.055179839	46495.055179839	3613.374016990	-6.963990765	84.994425537	-44.161748932	-2.140552595	22.393667374	7.711247853	-40.045163554
78.600000000	16296.240889468	666.407749846	46495.012367193	46495.012367193	3613.307272070	-6.963990389	85.019706018	-44.161680332	-2.140493865	22.395665048	7.709915240	-40.040881969
78.610000000	16226.106593755	666.374402451	46494.969743338	46494.969743338	3613.240778272	-6.963990048	85.044985992	-44.161611732	-2.140435135	22.397662589	7.708582858	-40.036600178
78.620000000	16156.168931457	666.341179945	46494.927308656	46494.927308656	3613.174536290	-6.963989741	85.070265457	-44.161543131	-2.140376403	22.399659996	7.707250705	-40.032318180
78.630000000	16086.426700089	666.308082642	46494.885063534	46494.885063534	3613.108546820	-6.963989466	85.095544412	-44.161474530	-2.140317672	22.401657269	7.705918783	-40.028035975
78.640000000	16016.878697168	666.275110854	46494.843008355	46494.843008355	3613.042810556	-6.963989224	85.120822854	-44.161405929	-2.140258939	22.403654408	7.704587090	-40.023753565
78.650000000	15947.523720210	666.242264895	46494.801143504	46494.801143504	3612.977328192	-6.963989013	85.146100783	-44.161337328	-2.140200207	22.405651412	7.703255629	-40.019470950
78.660000000	15878.360566731	666.209545078	46494.759469365	46494.759469365	3612.912100425	-6.963988833	85.171378197	-44.161268726	-2.140141473	22.407648282	7.701924398	-40.015188130
78.670000000	15809.388034248	666.176951718	46494.717986323	46494.717986323	3612.847127948	-6.963988682	85.196655093	-44.161200124	-2.140082740	22.409645018	7.700593397	-40.010905105
78.680000000	15740.604920276	666.144485126	46494.676694763	46494.676694763	3612.782411457	-6.963988560	85.221931470	-44.161131521	-2.140024005	22.411641618	7.699262628	-40.006621876
78.690000000	15672.010022332	666.112145617	46494.635595068	46494.635595068	3612.717951646	-6.963988465	85.247207327	-44.161062919	-2.139965271	22.413638084	7.697932090	-40.002338444
78.700000000	15603.602137932	666.079933504	46494.594687624	46494.594687624	3612.653749210	-6.963988398	85.272482662	-44.160994316	-2.139906535	22.415634415	7.696601784	-39.998054809
78.710000000	15535.380064592	666.047849099	46494.553972815	46494.553972815	3612.589804843	-6.963988357	85.297757472	-44.160925713	-2.139847800	22.417630610	7.695271709	-39.993770971
78.720000000	15467.342599829	666.015892718	46494.513451025	46494.513451025	3612.526119242	-6.963988341	85.323031757	-44.160857110	-2.139789063	22.419626670	7.693941866	-39.989486932
78.730000000	15399.488541158	665.984064673	46494.473122639	46494.473122639	3612.462693100	-6.963988350	85.348305514	-44.160788506	-2.139730327	22.421622595	7.692612255	-39.985202690
78.740000000	15331.816686096	665.952365277	46494.432988041	46494.432988041	3612.399527113	-6.963988382	85.373578742	-44.160719902	-2.139671589	22.423618384	7.691282876	-39.980918248
78.750000000	15264.325832159	665.920794843	46494.393047617	46494.393047617	3612.336621975	-6.963988438	85.398851440	-44.160651298	-2.139612852	22.425614037	7.689953729	-39.976633605
78.760000000	15197.014776863	665.889353686	46494.353301749	46494.353301749	3612.273978381	-6.963988515	85.424123605	-44.160582694	-2.139554114	22.427609554	7.688624815	-39.972348761
78.770000000	15129.882317725	665.858042118	46494.313750823	46494.313750823	3612.211597026	-6.963988613	85.449395236	-44.160514090	-2.139495375	22.429604936	7.687296134	-39.968063718
78.780000000	15062.927252260	665.826860453	46494.274395224	46494.274395224	3612.149478604	-6.963988732	85.474666330	-44.160445485	-2.139436636	22.431600180	7.685967685	-39.963778476
78.790000000	14996.148377985	665.795809004	46494.235235335	46494.235235335	3612.087623811	-6.963988870	85.499936888	-44.160376880	-2.139377897	22.433595289	7.684639470	-39.959493034
78.800000000	14929.544492416	665.764888085	46494.196271542	46494.196271542	3612.026033341	-6.963989027	85.525206906	-44.160308275	-2.139319157	22.435590261	7.683311488	-39.955207394
78.810000000	14863.114393069	665.734098009	46494.157504229	46494.157504229	3611.964707890	-6.963989202	85.550476382	-44.160239670	-2.139260416	22.437585096	7.681983739	-39.950921557
78.820000000	14796.856877461	665.703439089	46494.118933779	46494.118933779	3611.903648152	-6.963989393	85.575745317	-44.160171065	-2.139201676	22.439579795	7.680656224	-39.946635522
78.830000000	14730.770743107	665.672911639	46494.080560579	46494.080560579	3611.842854821	-6.963989601	85.601013706	-44.160102459	-2.139142934	22.441574356	7.679328943	-39.942349289
78.840000000	14664.854787523	665.642515972	46494.042385012	46494.042385012	3611.782328593	-6.963989824	85.626281550	-44.160033854	-2.139084193	22.443568781	7.678001896	-39.938062861
78.850000000	14599.107808227	665.612252401	46494.004407463	46494.004407463	3611.722070163	-6.963990061	85.651548845	-44.159965248	-2.139025451	22.445563068	7.676675083	-39.933776236
78.860000000	14533.528602734	665.582121240	46493.966628316	46493.966628316	3611.662080224	-6.963990312	85.676815592	-44.159896642	-2.138966708	22.447557217	7.675348505	-39.929489416
78.870000000	14468.115968561	665.552122802	46493.929047955	46493.929047955	3611.602359473	-6.963990576	85.702081787	-44.159828036	-2.138907965	22.449551229	7.674022161	-39.925202400
78.880000000	14402.868703223	665.522257401	46493.891666766	46493.891666766	3611.542908604	-6.963990851	85.727347429	-44.159759430	-2.138849222	22.451545104	7.672696051	-39.920915190
78.890000000	14337.785604237	665.492525350	46493.854485133	46493.854485133	3611.483728312	-6.963991138	85.752612516	-44.159690824	-2.138790478	22.453538840	7.671370177	-39.916627785
78.900000000	14272.865469118	665.462926962	46493.817503440	46493.817503440	3611.424819291	-6.963991434	85.777877047	-44.159622217	-2.138731734	22.455532439	7.670044538	-39.912340187
78.910000000	14208.107095384	665.433462550	46493.780722072	46493.780722072	3611.366182237	-6.963991740	85.803141020	-44.159553611	-2.138672990	22.457525899	7.668719134	-39.908052395
78.920000000	14143.509280550	665.404132429	46493.744141413	46493.744141413	3611.307817844	-6.963992055	85.828404433	-44.159485004	-2.138614245	22.459519221	7.667393966	-39.903764411
78.930000000	14079.070822133	665.374936911	46493.707761847	46493.707761847	3611.249726807	-6.963992377	85.853667285	-44.159416398	-2.138555500	22.461512405	7.666069033	-39.899476234
78.940000000	14014.790517649	665.345876310	46493.671583760	46493.671583760	3611.191909821	-6.963992707	85.878929573	-44.159347791	-2.138496754	22.463505449	7.664744336	-39.895187865
78.950000000	13950.667164613	665.316950939	46493.635607536	46493.635607536	3611.134367581	-6.963993042	85.904191297	-44.159279184	-2.138438008	22.465498356	7.663419875	-39.890899305
78.960000000	13886.699560543	665.288161112	46493.599833559	46493.599833559	3611.077100782	-6.963993382	85.929452454	-44.159210577	-2.138379262	22.467491123	7.662095650	-39.886610554
78.970000000	13822.886502954	665.259507141	46493.564262213	46493.564262213	3611.020110117	-6.963993727	85.954713043	-44.159141970	-2.138320515	22.469483751	7.660771662	-39.882321612
78.980000000	13759.226789362	665.230989341	46493.528893884	46493.528893884	3610.963396283	-6.963994075	85.979973062	-44.159073363	-2.138261768	22.471476240	7.659447911	-39.878032480
78.990000000	13695.719217285	665.202608024	46493.493728955	46493.493728955	3610.906959974	-6.963994425	86.005232509	-44.159004756	-2.138203021	22.473468590	7.658124396	-39.873743159
79.000000000	13632.362584237	665.174363505	46493.458767812	46493.458767812	3610.850801885	-6.963994778	86.030491383	-44.158936149	-2.138144273	22.475460800	7.656801118	-39.869453648
79.010000000	13569.155687736	665.146256095	46493.424010838	46493.424010838	3610.794922711	-6.963995131	86.055749681	-44.158867542	-2.138085525	22.477452870	7.655478077	-39.865163949
79.020000000	13506.097325296	665.118286110	46493.389458418	46493.389458418	3610.739323146	-6.963995485	86.081007403	-44.158798935	-2.138026777	22.479444801	7.654155274	-39.860874061
79.030000000	13443.186294436	665.090453861	46493.355110937	46493.355110937	3610.684003885	-6.963995837	86.106264547	-44.158730328	-2.137968028	22.481436592	7.652832708	-39.856583986
79.040000000	13380.421392670	665.062759663	46493.320968779	46493.320968779	3610.628965624	-6.963996188	86.131521110	-44.158661721	-2.137909279	22.483428243	7.651510380	-39.852293723
79.050000000	13317.801417515	665.035203829	46493.287032329	46493.287032329	3610.574209056	-6.963996537	86.156777091	-44.158593114	-2.137850530	22.485419753	7.650188289	-39.848003274
79.060000000	13255.325166487	665.007786672	46493.253301971	46493.253301971	3610.519734877	-6.963996883	86.182032489	-44.158524507	-2.137791781	22.487411123	7.648866437	-39.843712638
79.070000000	13192.991437102	664.980508506	46493.219778090	46493.219778090	3610.465543782	-6.963997224	86.207287302	-44.158455899	-2.137733031	22.489402353	7.647544823	-39.839421816
79.080000000	13130.799026877	664.953369644	46493.186461069	46493.186461069	3610.411636466	-6.963997560	86.232541527	-44.158387292	-2.137674280	22.491393442	7.646223447	-39.835130809
79.090000000	13068.746733328	664.926370399	46493.153351295	46493.153351295	3610.358013623	-6.963997891	86.257795164	-44.158318685	-2.137615530	22.493384390	7.644902310	-39.830839617
79.100000000	13006.833353971	664.899511085	46493.120449150	46493.120449150	3610.304675948	-6.963998215	86.283048210	-44.158250078	-2.137556779	22.495375197	7.643581412	-39.826548240
79.110000000	12945.057686322	664.872792014	46493.087755020	46493.087755020	3610.251624135	-6.963998531	86.308300664	-44.158181471	-2.137498028	22.497365863	7.642260753	-39.822256679
79.120000000	12883.418527897	664.846213502	46493.055269289	46493.055269289	3610.198858881	-6.963998839	86.333552525	-44.158112864	-2.137439277	22.499356388	7.640940333	-39.817964935
79.130000000	12821.914676212	664.819775860	46493.022992342	46493.022992342	3610.146380879	-6.963999138	86.358803789	-44.158044257	-2.137380525	22.501346771	7.639620152	-39.813673007
79.140000000	12760.544928785	664.793479402	46492.990924563	46492.990924563	3610.094190825	-6.963999427	86.384054457	-44.157975650	-2.137321773	22.503337013	7.638300211	-39.809380897
79.150000000	12699.308083130	664.767324442	46492.959066336	46492.959066336	3610.042289413	-6.963999705	86.409304526	-44.157907044	-2.137263021	22.505327113	7.636980509	-39.805088605
79.160000000	12638.202936764	664.741311293	46492.927418046	46492.927418046	3609.990677338	-6.963999972	86.434553994	-44.157838437	-2.137204269	22.507317071	7.635661047	-39.800796130
79.170000000	12577.228497585	664.715440186	46492.895979956	46492.895979956	3609.939355105	-6.964000226	86.459802860	-44.157769830	-2.137145516	22.509306887	7.634341826	-39.796503475
79.180000000	12516.384940986	664.689710900	46492.864751650	46492.864751650	3609.888322173	-6.964000467	86.485051122	-44.157701224	-2.137086763	22.511296562	7.633022844	-39.792210638
79.190000000	12455.672845040	664.664123056	46492.833732477	46492.833732477	3609.837577637	-6.964000697	86.510298778	-44.157632617	-2.137028010	22.513286094	7.631704103	-39.787917621
79.200000000	12395.092788196	664.638676275	46492.802921788	46492.802921788	3609.787120591	-6.964000914	86.535545828	-44.157564011	-2.136969257	22.515275484	7.630385603	-39.783624422
79.210000000	12334.645348905	664.613370180	46492.772318934	46492.772318934	3609.736950132	-6.964001120	86.560792271	-44.157495405	-2.136910503	22.517264732	7.629067343	-39.779331042
79.220000000	12274.331105617	664.588204390	46492.741923263	46492.741923263	3609.687065353	-6.964001314	86.586038103	-44.157426799	-2.136851749	22.519253839	7.627749325	-39.775037482
79.230000000	12214.150636782	664.563178527	46492.711734128	46492.711734128	3609.637465350	-6.964001497	86.611283325	-44.157358192	-2.136792995	22.521242803	7.626431547	-39.770743741
79.240000000	12154.104520850	664.538292214	46492.681750876	46492.681750876	3609.588149219	-6.964001668	86.636527935	-44.157289586	-2.136734241	22.523231625	7.625114011	-39.766449819
79.250000000	12094.193336272	664.513545070	46492.651972860	46492.651972860	3609.539116055	-6.964001829	86.661771930	-44.157220981	-2.136675486	22.525220306	7.623796716	-39.762155717
79.260000000	12034.417661497	664.488936718	46492.622399428	46492.622399428	3609.490364952	-6.964001980	86.687015311	-44.157152375	-2.136616732	22.527208844	7.622479663	-39.757861434
79.270000000	11974.778074976	664.464466779	46492.593029931	46492.593029931	3609.441895005	-6.964002119	86.712258075	-44.157083769	-2.136557977	22.529197241	7.621162851	-39.753566971
79.280000000	11915.275155160	664.440134874	46492.563863719	46492.563863719	3609.393705311	-6.964002249	86.737500221	-44.157015163	-2.136499221	22.531185496	7.619846282	-39.749272327
79.290000000	11855.909480497	664.415940625	46492.534900142	46492.534900142	3609.345794964	-6.964002369	86.762741748	-44.156946558	-2.136440466	22.533173609	7.618529955	-39.744977503
79.300000000	11796.681629439	664.391883652	46492.506138550	46492.506138550	3609.298163059	-6.964002479	86.787982654	-44.156877952	-2.136381710	22.535161579	7.617213870	-39.740682500
79.310000000	11737.592180435	664.367963578	46492.477578294	46492.477578294	3609.250808692	-6.964002579	86.813222938	-44.156809347	-2.136322955	22.537149408	7.615898028	-39.736387316
79.320000000	11678.641711935	664.344180024	46492.449218723	46492.449218723	3609.203730957	-6.964002671	86.838462598	-44.156740741	-2.136264199	22.539137096	7.614582428	-39.732091952
79.330000000	11619.830802391	664.320532610	46492.421059188	46492.421059188	3609.156928950	-6.964002753	86.863701633	-44.156672136	-2.136205442	22.541124641	7.613267071	-39.727796408
79.340000000	11561.160030252	664.297020959	46492.393099038	46492.393099038	3609.110401766	-6.964002826	86.888940042	-44.156603531	-2.136146686	22.543112044	7.611951957	-39.723500684
79.350000000	11502.629973968	664.273644691	46492.365337624	46492.365337624	3609.064148499	-6.964002891	86.914177822	-44.156534926	-2.136087929	22.545099306	7.610637087	-39.719204781
79.360000000	11444.241211989	664.250403428	46492.337774296	46492.337774296	3609.018168246	-6.964002948	86.939414974	-44.156466321	-2.136029172	22.547086426	7.609322460	-39.714908698
79.370000000	11385.994322765	664.227296792	46492.310408405	46492.310408405	3608.972460102	-6.964002996	86.964651494	-44.156397716	-2.135970415	22.549073404	7.608008076	-39.710612436
79.380000000	11327.889884748	664.204324404	46492.283239299	46492.283239299	3608.927023160	-6.964003036	86.989887383	-44.156329111	-2.135911658	22.551060240	7.606693936	-39.706315994
79.390000000	11269.928476386	664.181485884	46492.256266330	46492.256266330	3608.881856518	-6.964003069	87.015122638	-44.156260506	-2.135852901	22.553046934	7.605380040	-39.702019373
79.400000000	11212.110676130	664.158780855	46492.229488847	46492.229488847	3608.836959269	-6.964003094	87.040357258	-44.156191902	-2.135794143	22.555033487	7.604066388	-39.697722572
79.410000000	11154.437062431	664.136208938	46492.202906200	46492.202906200	3608.792330509	-6.964003112	87.065591241	-44.156123297	-2.135735385	22.557019898	7.602752981	-39.693425592
79.420000000	11096.908213738	664.113769754	46492.176517741	46492.176517741	3608.747969333	-6.964003123	87.090824587	-44.156054693	-2.135676627	22.559006167	7.601439817	-39.689128433
79.430000000	11039.524708501	664.091462924	46492.150322818	46492.150322818	3608.703874836	-6.964003127	87.116057294	-44.155986088	-2.135617869	22.560992294	7.600126899	-39.684831095
79.440000000	10982.287125172	664.069288070	46492.124320782	46492.124320782	3608.660046114	-6.964003125	87.141289360	-44.155917484	-2.135559111	22.562978279	7.598814225	-39.680533579
79.450000000	10925.196042199	664.047244814	46492.098510983	46492.098510983	3608.616482261	-6.964003116	87.166520783	-44.155848880	-2.135500352	22.564964123	7.597501796	-39.676235883
79.460000000	10868.252038033	664.025332776	46492.072892771	46492.072892771	3608.573182373	-6.964003101	87.191751564	-44.155780275	-2.135441594	22.566949825	7.596189612	-39.671938008
79.470000000	10811.455691125	664.003551578	46492.047465496	46492.047465496	3608.530145545	-6.964003080	87.216981699	-44.155711671	-2.135382835	22.568935385	7.594877674	-39.667639955
79.480000000	10754.807579924	663.981900841	46492.022228509	46492.022228509	3608.487370871	-6.964003054	87.242211188	-44.155643067	-2.135324076	22.570920804	7.593565981	-39.663341723
79.490000000	10698.308282880	663.960380187	46491.997181159	46491.997181159	3608.444857448	-6.964003022	87.267440030	-44.155574464	-2.135265317	22.572906080	7.592254534	-39.659043313
79.500000000	10641.958378445	663.938989236	46491.972322796	46491.972322796	3608.402604370	-6.964002985	87.292668222	-44.155505860	-2.135206557	22.574891215	7.590943332	-39.654744724
79.510000000	10585.758445067	663.917727611	46491.947652772	46491.947652772	3608.360610733	-6.964002943	87.317895763	-44.155437256	-2.135147798	22.576876209	7.589632377	-39.650445957
